,title,rating,review,address,user_id
1452,Murat Hotel,0.0,7,"Esat Caddesi No: 40 Çankaya, Kavaklıdere, Ankara 06000 Türkiye",6
216,Anka Konutları,2.5,2,"Ataç-2 Sokak, No: 63 Kültür Mah., Ankara 06530 Türkiye",6
2436,Erşan Otel,3.1,2,"Meşrutiyet Mahallesi, Meşrutiyet Cd. No: 13 Çankaya, Kızılay, Ankara 06420 Türkiye",3
65,Şahinbey Otel,2.5,31,"Hisarpark Cad. Alataş Sok. No:5 Ulus/İsmetpaşa, Altındağ, Ankara 6050 Türkiye",5
2585,Grand Silay Hotel,0.0,20,"Meşrutiyet caddesi no:40 Kültür mahallesi, Ankara 06620 Türkiye",3
1257,Berlitz Hotel,4.0,4,"Hukumet Cad. No:4/B Ulus, AltIndag, Ankara 06100 Türkiye",10
870,Suna Hotel,3.3,5,"Cankiri Caddesi Sogukkuyu Sokak No 6 Ulus Altindag, Ankara 06030 Türkiye",2
2029,Tesk Hotel,1.9,4,"Çukurca Birlik Mah. 478. Sok. No: 10 Çankaya Merkez, Çankaya, Ankara Türkiye",5
2579,The Mara Palace,3.3,24,"Kırlangıç Sok. No:5 Çankaya, Ankara 06700 Türkiye",7
2130,Başkent Öğretmenevi,2.2,55,"Emniyet, Gazi Hastanesi Karsısı Beşevler / Yenimahalle, Ankara 06560 Türkiye",6
1803,Melih Otel,1.7,3,"Işıklar Cd. No: 9 Ulus, Ankara 06330 Türkiye",8
701,Rental House Ankara,2.4,23,"Filistin Caddesi Kuleli Sokak No:22, Ankara Türkiye",3
1213,Turist Otel Ankara,2.9,80,"Çankırı Cad. No:37 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",6
95,Mina 1 Otel,3.3,12,"Atac 1 Sk. No:22 Kizilay, Ankara 6420 Türkiye",5
1574,Hotel Abro Necatibey,2.2,68,"Necatibey Caddesi No 28 Kizilay, Ankara Türkiye",8
2825,Türkiye Emekliler Derneği Misafirhanesi,3.0,4,"Kültür Mahallesi, Dr. Mediha Eldem Sk. No: 49 Çankaya, Kızılay, Ankara Türkiye",3
751,Hotel Anıttepe 2000,0.6,22,"Gülseren Sok. No:28 Maltepe, Ankara 06570 Türkiye",3
449,Akyüz Otel,2.4,23,"Rüzgarlı Sok. No:22 Ulus/İsmetpaşa, Altındağ, Ankara 06000 Türkiye",10
628,Meyra Palace,3.5,105,"Muhsin Yazicioglu Caddesi No.55, Ankara Türkiye",9
1275,Metropolitan Hotel Ankara,1.7,126,"Oğuzlar Mah. Konya Yolu 1377. Sok. No:28 Balgat, Çankaya, Ankara 065220 Türkiye",8
2330,Notte Boutique Hotel,1.2,64,"Büklüm Sok. No:113 Kavaklıdere, Çankaya, Ankara 06460 Türkiye",7
2022,Dafne Hotel,4.5,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",8
2561,A Apart Otel,3.0,10,"Güvenevler Mah., Güneş Sok. No.: 19,, Ankara 6690 Türkiye",9
419,Kocatepe Hotel,1.8,23,"Mesrutiyet Cd. 33, Ankara 06420 Türkiye",10
2403,The Park Hotel,1.2,2,"Ziyabey Caddesi No:39 Nasuh Akar Mahallesi, Balgat \ Çankaya, Ankara 06520 Türkiye",10
872,Erek Butik Hotel,0.0,1,"Libya Caddesi Becerikli Sokak No: 21, Ankara 06420 Türkiye",4
1601,A Apart Otel,3.3,10,"Güvenevler Mah., Güneş Sok. No.: 19,, Ankara 6690 Türkiye",6
2906,Ismira Hotel Ankara,1.0,41,"G.M.K.Bulvari No:26 Kiziiay, Ankara 06440 Türkiye",5
2959,Nesta Boutique Hotel,3.5,19,"Ugur Mumcu Cad. Kiz Kulesi Sok. No 36, Ankara 06610 Türkiye",8
1385,Hotel Mostar,2.8,12,"Opera Meydanı, Tavus Sokak No: 6 Ulus, Ankara 06240 Türkiye",9
2101,Almer Hotel,1.7,39,"Cankiri Caddesi No:17, Ankara 06030 Türkiye",7
188,Esenboğa Airport Hotel,3.3,80,"Esenboğa Havalimanı Yolu 16. Km. Sarayköy, Ankara 06150 Türkiye",8
1736,Eyna Hotel,5.0,5,"Istanbul Caddesi No:88 Iskitler, Ankara 06070 Türkiye",1
2397,Villa Pansiyon,1.5,2,"Incek Bulvari Atilim Universitesi Kavsagi No 661, Ankara 06830 Türkiye",4
2197,Midas Otel,1.0,69,"Tunus Cad. No:20 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",3
2872,Radisson Blu Hotel,2.7,970,"İstiklal Cad. No:20 Ulus, Ankara 06100 Türkiye",10
2521,First Apart Hotel,4.0,50,"İnkılap Sok. No: 29 Kızılay, Ankara 06650 Türkiye",8
308,Meyra Palace,1.6,105,"Muhsin Yazicioglu Caddesi No.55, Ankara Türkiye",8
2770,Başkent Öğretmenevi,3.8,55,"Emniyet, Gazi Hastanesi Karsısı Beşevler / Yenimahalle, Ankara 06560 Türkiye",8
2968,Inn.14 Hostel,3.0,31,"Aşkaabat Caddesi No:14 7.Cadde, Ankara Türkiye",7
1483,Melih Otel,1.0,3,"Işıklar Cd. No: 9 Ulus, Ankara 06330 Türkiye",7
103,Amari Residances Pattaya,3.0,2,"382/14 Moo 12 Pratumnak Hill Nongprue, Ankara 06200 Türkiye",3
1317,Atakosk Hotel,2.5,63,"Mevlana Bulvarı 148, Cukurambar, Ankara 06510 Türkiye",1
2231,Ostimpark Business Hotel,0.2,48,"Ostim OSB Mahallesi 100. Yil Bulvarı No:99/29, Ankara 06374 Türkiye",7
542,Divriği Konukevi,3.5,1,"Aydınlar Mah. Sokullu Cad. Pir Sultan Sok. No:8 Dikmen, Çankaya, Ankara Türkiye",3
2042,Royal Anka Hotel Cankaya,3.3,1,"Bayraktar Mah. Bayrakly Sok. no:35, Ankara Türkiye",8
2965,Tüfad Prestige Otel,1.2,18,"Kennedy Cad. No:84 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",4
1435,Pietra Hotel,3.8,6,"Sancak Mahallesi Tiflis Caddesi No:16 Yildiz Cankaya, Ankara 06550 Türkiye",9
2131,Amar Hotel,2.3,19,"Cinnah Cad. Nergiz Sok. No:11, Ankara Türkiye",7
2440,Grand Duman Hotel,1.8,2,"Çankırı Cad. Orta Sok. No:7, Ankara 06120 Türkiye",7
2004,Antik Otel,3.5,12,"Kale Mh., Işıklar Cd. D:No: 31, Ankara 06240 Türkiye",10
1320,TRYP by Wyndham Ankara Oran,3.0,85,"3 Zulfu Tigrel Street Oran Cankaya, Ankara 6450 Türkiye",4
1675,Saydes Otel & Konukevi,1.3,5,"Ruzgarli Caddesi, Soydaslar Sokak No:9, Ankara Türkiye",10
3037,Villa Pansiyon,0.3,2,"Incek Bulvari Atilim Universitesi Kavsagi No 661, Ankara 06830 Türkiye",6
3176,Lion City Hotel Kızılay,0.1,1,"Kocatepe Mahallesi Bayındır 2 Sokak no:35, Ankara 06420 Türkiye",5
1533,Turist Otel Ankara,2.0,80,"Çankırı Cad. No:37 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",7
2515,And Hotel,0.0,18,"İçkale Mah. İstek Sok. No:2 Altındağ Merkez, Altındağ, Ankara Türkiye",2
2919,Gordion Hotel,0.3,125,"Tunalı Hilmi Cd, Büklüm Sok. No:59 Kavaklıdere, Ankara 06660 Türkiye",8
650,Point Hotel Ankara,3.6,146,"100. Yıl Mahallesi, 1427. Cadde No: 11 Balgat, Çankaya, Ankara 06530 Türkiye",2
666,Ismira Hotel Ankara,3.2,41,"G.M.K.Bulvari No:26 Kiziiay, Ankara 06440 Türkiye",8
2143,Capital Plaza Otel,3.0,12,"Muhsin Yazıcıoğlu Cad. No:61 İşçi Blokları Mah., Ankara 0620 Türkiye",9
2484,Lotis Boutique Otel,2.8,3,"Fakülteler Mah. Cemal Gürsel Cad. No:45, Ankara 06410 Türkiye",1
744,YV Boutique Hotel,0.3,8,"Zuhtu Tigrel Caddesi No: 3 Oran, Ankara 06450 Türkiye",6
2703,Lagania As Hotel,1.6,3,"Kurtuluş Mahallesi, İrfan Gümüşel Cd. Beypazarı, Beypazarı Çarşı İçi, Ankara 06730 Türkiye",1
1249,Wyndham Ankara,0.0,691,"Yaşam Ave 4th St No:4 Söğütözü, Ankara 06510 Türkiye",2
919,The Wings Hotels Neva Palas,3.3,51,"Esat Cad 32 Kucukesat, Ankara 06640 Türkiye",1
358,Hotel Excellence Inn,2.5,22,"Prof. Dr. Ahmet Taner Kislali Mah 2914 Cad No 4 Cayyolu Cankaya, Ankara 06810 Türkiye",9
2739,Otel Büyük Erşan,4.1,5,"Selanaik Cad. No:74 Kızılay, Çankaya, Ankara Türkiye",7
2816,Manhattan Hotel,0.9,21,"Anafartalar Mahallesi Kazim Karabekir cd no 74/1 Anafartalar Mah. Kazim Karabekir Cad, Ankara 06310 Türkiye",4
1253,Demora Hotel Kavaklıdere,0.6,1,"Esat Cd. No:51 Kavaklıdere Mahallesi, Ankara 06101 Türkiye",6
1864,Starton Hotel,2.2,8,"Dr. Mediha Eldem Sok. 37 Kizilay, Çankaya, Ankara 06420 Türkiye",9
2909,Otel Mithat,3.1,103,"Opera Meydanı Tavus Sok. No:2 Ulus, Altındağ, Ankara 06050 Türkiye",8
1356,Başkent Konukevi,3.3,12,"Kültür Mahallesi, İçel Sokak No: 27 Çankaya, Atatürk Üniversitesi, Ankara 06420 Türkiye",10
1220,Sevecen Hotel,2.7,8,"Talatpasa Bulvari No:112 Hamamonu- Altindag, Ankara 06240 Türkiye",3
3,Ankara HiltonSA,2.6,1,"Barbaros Mah. Tahran Cad. No:12 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",3
6,Check Inn Hotel,1.8,156,"Filistin Caddesi No:1, Ankara 06700 Türkiye",6
1614,Business Grand Hotel,2.0,23,"Gazi Mustafa Kemal Bulvari 70, Ankara 06570 Türkiye",9
1575,Bordo Otel,1.7,1,"Denizciler Caddesi No:36, Ankara 06050 Türkiye",9
2780,Ankara Regency Hotel,2.0,12,"Selanik Cad. No:37 Kızılay, Ankara Türkiye",8
2468,Canbek Hotel,2.3,3,"Sogukkuyu Sokak No. 8, Ankara Türkiye",5
2251,Ankara Plaza Otel,0.3,180,"Bestekar Sok. No: 5, Ankara 06680 Türkiye",8
2560,Divan Çukurhan,3.6,365,"Tarihi Ankara Kalesi Necatibey Mahallesi Depo Sokak No:3, Ankara 6250 Türkiye",7
1066,Volley Hotel Ankara,0.0,10,"Emniyet Mahallesi Milas Sokak No: 9/E, Ankara 06500 Türkiye",9
3068,Esenboğa Airport Hotel,0.7,80,"Esenboğa Havalimanı Yolu 16. Km. Sarayköy, Ankara 06150 Türkiye",7
608,Hotel Monec,3.8,81,"Esat Ozoguz Sk No:5 Oran, Ankara 06450 Türkiye",9
121,Hotel Metropol,1.9,6,"Olgunlar Sok. No:5 Bakanlıklar, Çankaya, Ankara 06640 Türkiye",1
2297,Güvenay Business Hotel,4.1,74,"Gazi Mustafa Kemal Blv., No:139 Anıttepe, Ankara 06570 Türkiye",4
1863,concept house,2.1,3,"BÜLBÜLDERESİ CAD 31 NM çankaya, Ankara 06660 Türkiye",8
2409,Grandwork Hotel,2.4,10,"Hoşdere Cad. No:142 Ayrancı, Çankaya, Ankara 06520 Türkiye",6
1041,Akman TZOB Otel,3.0,53,"Çamlıca Mahallesi, 138. Sokak No: 1 Yenimahalle, Ankara 06200 Türkiye",4
2616,Class Otel,4.0,39,"Bestekar Sok. No:64 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",4
2383,Lagania As Hotel,2.3,3,"Kurtuluş Mahallesi, İrfan Gümüşel Cd. Beypazarı, Beypazarı Çarşı İçi, Ankara 06730 Türkiye",10
409,Bianco Boutique Hotel,3.6,24,"Koza Sok. No:43 Gaziosmanpaşa (Gop), Çankaya, Ankara 06700 Türkiye",10
2610,Warwick Ankara,2.5,74,"Tahran Caddesi No: 5 Çankaya, Kavaklıdere, Ankara 06680 Türkiye",8
1382,Dafne Hotel,0.0,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",6
1583,The Ankara Hotel,4.0,103,"Eti Mahallesi, Celal Bayar Bulvarı No: 78, Ankara 06930 Türkiye",7
1505,Thebes Dora Hotel,1.5,2,"No: 4 Cayyolu, Ankara Türkiye",9
619,Raymar Hotels Ankara,0.7,97,"Meşrutiyet Mah. Selanik 2 Cad. No: 74, Ankara 06420 Türkiye",10
978,New Park Hotel,5.0,18,"Ziya Gökalp Cad. No:58, Ankara 06590 Türkiye",1
2794,Cadence Design Hotel,4.1,34,"Filistin Caddesi, No:43 Gaziosmanpasa, Ankara Türkiye",2
1251,Mövenpick Hotel Ankara,1.8,1,"Beştepeler Mah. Yaşam Cad. No: 1 Söğütözü, Ankara 6520 Türkiye",4
1349,Hm Commerce Hotel,1.4,45,"Melih Gökçek Bulvarı No.63 Yenimahalle, Ankara 06378 Türkiye",3
2508,Aldino Residence,2.6,13,"Buklum Sokak No: 103, Ankara 06700 Türkiye",5
1760,Elit Otel,2.5,9,"Olgunlar Caddesi No 6 Bakanliklar, Ankara 06640 Türkiye",5
2244,Deeps Hostel,1.8,98,"Atac 2 sk no:46 Kolej, Ankara 06100 Türkiye",1
2966,City Hotel Ankara,2.5,54,"Turan Güneş Bulvari No.19, Ankara 06550 Türkiye",5
1594,Bilkent Hotel and Conference Center,3.6,269,"Ihsan Dogramci Bul. No:6 Bilkent, Ankara 06800 Türkiye",8
2061,Ak Life Hotel & Suite,1.8,1,"Kırkpınar Sk. No.21, Ankara 06540 Türkiye",7
959,Sheraton Ankara Hotel & Convention Center,3.5,551,"Noktali Sokak Kavaklidere, Ankara 06700 Türkiye",1
786,Sarr Tac Mahal Hotel,0.0,13,"İstanbul Cad. No:14 Ulus/İsmetpaşa, Altındağ, Ankara 06360 Türkiye",8
10,Point Hotel Ankara,2.0,146,"100. Yıl Mahallesi, 1427. Cadde No: 11 Balgat, Çankaya, Ankara 06530 Türkiye",10
2426,Rain House,3.0,3,"Murat Mahallesi Koza-1 Cadde No:152, Ankara 06700 Türkiye",3
1068,Doğan Royal Otel,2.9,9,"Sağlık 1 Sok. No 29, Çankaya Kızılay, Ankara Türkiye",1
1004,Demora Hotel Cankaya,0.0,115,"Kavaklidere Mah. Esat Cad. No 51 Cankaya, Ankara 06700 Türkiye",7
1577,Berlitz Hotel,3.4,4,"Hukumet Cad. No:4/B Ulus, AltIndag, Ankara 06100 Türkiye",1
2033,Saffron Ankara,3.3,36,"G.M.K. Bulvari Neyzen Tevfik Sok. No:7, Ankara Türkiye",9
1454,Ankara Royal Hotel,2.5,39,"Büklüm Sokak No: 37 Çankaya, Ankara 06680 Türkiye",8
1175,Çankaya İmkb Mesleki ve Teknik Anadolu Lisesi Uygulama Oteli,3.1,7,"Çetin Emeç Bulvarı 2. Cad. 1290. Sokak No:1 Öveçler, Ankara Türkiye",8
718,Ozdemir Palas,3.1,7,"Bayındır 1 Sokak No:24, Ankara 06430 Türkiye",10
2611,LUGAL,0.8,80,"Noktalı Sok. No:1 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",9
1404,Double Comfort Hotel,3.0,18,"Sanayi Cad No 22 Anafartalar Mah. Altındağ, Ankara 06050 Türkiye",8
708,Asrin Park Hotel,2.3,63,"Dikmen Cad. 843 Sok. No:2 Dikmen - Çankaya, Ankara 06500 Türkiye",10
1953,Büyükhanlı Park Hotel & Residence,0.0,85,"Simon Bolivar Cad. No:34 Yıldız, Çankaya, Ankara 06550 Türkiye",9
2996,Ankara Inn,3.3,2,"Izmir Cad 12 Kizilay, Ankara 06440 Türkiye",5
698,Ontur Butik Otel,0.0,33,"Kenedy Cad. No:144 100.Yıl, Ankara Türkiye",10
898,Grand 52 Otel,1.0,1,"Cankiri Caddesi Orta Sokak 13, Ankara 06620 Türkiye",10
2842,Ankara Hotel Midi,3.5,79,"Karyagdi Sok. No 40, Ankara 06540 Türkiye",10
2512,Hotel Dream Life,1.8,19,"Mesrutiyet Caddesi Hatay Sok. No:19, Ankara 06640 Türkiye",9
200,Grand Duman Hotel,0.7,2,"Çankırı Cad. Orta Sok. No:7, Ankara 06120 Türkiye",10
3079,Koza Millenyum Hotel & Spa,3.3,8,"Koza Sokak No: 148, Ankara 06900 Türkiye",8
3092,Argentum Hotel,0.3,41,"Arjantin Cad. Borazan Sok. No11, Ankara 06000 Türkiye",1
2917,Atakosk Hotel,2.6,63,"Mevlana Bulvarı 148, Cukurambar, Ankara 06510 Türkiye",6
264,Starton Hotel,2.7,8,"Dr. Mediha Eldem Sok. 37 Kizilay, Çankaya, Ankara 06420 Türkiye",4
1387,An Grand Hotel,2.4,14,"Ulucanlar Caddesi, No: 68, Ankara 06100 Türkiye",1
326,Check Inn Hotel,0.0,156,"Filistin Caddesi No:1, Ankara 06700 Türkiye",7
2419,Otel Büyük Erşan,2.4,5,"Selanaik Cad. No:74 Kızılay, Çankaya, Ankara Türkiye",6
1715,Grand Midyat Otel,1.9,6,"Meşrutiyet Cad. Karanfil Sok. No:22 Kızılay, Ankara Türkiye",10
1492,Argentum Hotel,2.1,41,"Arjantin Cad. Borazan Sok. No11, Ankara 06000 Türkiye",6
1571,Mövenpick Hotel Ankara,1.1,1,"Beştepeler Mah. Yaşam Cad. No: 1 Söğütözü, Ankara 6520 Türkiye",5
990,Koru Hotel Cankaya,2.3,47,"Kazım Ozalp Mah. Kuleli Cad. No:51, Ankara 06540 Türkiye",3
2805,Kardelen Apart Otel,1.3,1,"Halk Sokak 7, Ankara 06430 Türkiye",3
405,Tüfad Prestige Otel,3.6,18,"Kennedy Cad. No:84 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",6
1994,King Hotel,3.8,54,"Piyade Sokak No: 17 Çankaya, Ankara 06550 Türkiye",10
2173,Turist Otel Ankara,2.6,80,"Çankırı Cad. No:37 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",9
327,Gurkent Hotel,3.1,86,"Mithat Paşa Cad. No:4 Sıhhıye, Ankara 06410 Türkiye",8
760,Santa Zaguda Butik Hotel,0.5,3,"Guvenevler Mah. Farabi Sok. No: 33, Ankara 06690 Türkiye",2
52,Angora House Otel,2.8,140,"Kale Kapısı Sok. No:16 Hisar, Ankara 06240 Türkiye",2
142,My Home Anatolia Hotel,3.0,2,"Kültür, Becerikli Sk. No:21, Ankara 06420 Türkiye",2
704,Golden Boutique Hotel,0.9,39,"Boğaz Sokak No: 18 Kavaklıdere Gop, Ankara 06700 Türkiye",6
1603,Ankara HiltonSA,3.6,1,"Barbaros Mah. Tahran Cad. No:12 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",8
1109,Ankara Risiss Hotel,3.5,10,"Libya Cd. No: 30 Çankaya, Kızılay, Ankara Türkiye",2
2869,Hotel Abro Sezenler,1.8,33,"Sezenler Caddesi No:18 Kızılay, Ankara 06420 Türkiye",7
1990,Grand Hamit Hotel,2.9,33,"Strazburg Caddesi No:22, Ankara 06430 Türkiye",6
2087,N'evo Studios,4.1,33,"Alacaatli Mah. 3158. Cad No. 38 Alacaatli, Ankara 06810 Türkiye",3
1900,Seven Deep Hotel,1.5,54,"Bestekar Sk. No: 72 Çankaya, Ankara 06680 Türkiye",5
1418,Izzotel Ankara,2.0,6,"Fevzi Çakmak 1 Sok. No:12, Ankara 06420 Türkiye",2
2530,Rota Bulvar Hotel,1.5,37,"Atatürk Bulvarı No: 63 Kızılay, Ankara Türkiye",7
2315,Saydes Otel & Konukevi,4.0,5,"Ruzgarli Caddesi, Soydaslar Sokak No:9, Ankara Türkiye",2
731,City Hotel & Residence,2.7,26,"Birlik Mahallesi, 415. Cadde, 412. Sokak No: 8 Çankaya, Ankara 06650 Türkiye",3
539,Maltepe Manhattan Hotel,0.0,5,"G.M.K. Bulvari No. 66, Ankara 6570 Türkiye",10
399,Nesta Boutique Hotel,2.8,19,"Ugur Mumcu Cad. Kiz Kulesi Sok. No 36, Ankara 06610 Türkiye",10
1520,Erk Otel,2.8,1,"Menekşe Sok. No:27 Kızılay, Çankaya, Ankara Türkiye",4
1584,Altinel Ankara Hotel & Convention Center,1.3,408,"Gazi Mustafa Kemal Bulvari 151, Tandogan, Ankara 06570 Türkiye",8
1926,Check Inn Hotel,2.3,156,"Filistin Caddesi No:1, Ankara 06700 Türkiye",2
396,Başkent Konukevi,2.7,12,"Kültür Mahallesi, İçel Sokak No: 27 Çankaya, Atatürk Üniversitesi, Ankara 06420 Türkiye",7
3185,Tunalı Hotel,3.0,84,"Tunalı Hilmi Cad. No:119 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",4
615,Bordo Otel,3.0,1,"Denizciler Caddesi No:36, Ankara 06050 Türkiye",6
236,Ozilhan Hotel,2.0,9,"Akay Cad. No:9 Bakanliklar, Ankara 06640 Türkiye",6
1043,Grand Nora Hotel,4.0,9,"Büyükesat Mah. Kızkulesi Sok. No:36, Ankara 06700 Türkiye",6
2976,Rest Hotel,1.8,4,"Anafartalar Mak, Sanayi Cad, Kurucesme Sok #4 Ulus/Antindag, Ankara Türkiye",5
2743,Hotel Kale,3.8,1,"Anafartalar Cad. Akataş Sok. No:13 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",1
2486,Mersin Hotel Ankara,1.0,1,"Milli Mudafa Cad. 16 Kizilay, Ankara Türkiye",3
112,City Hotel,3.0,3,"Ulubatli Hasan Sok. Istasyon Mah, No:13 Etimesgut, Ankara Türkiye",2
565,Kardelen Apart Otel,1.0,1,"Halk Sokak 7, Ankara 06430 Türkiye",6
2469,Ankara Gold Otel,2.3,18,"Güfte Sok. No:4 Kavaklıdere, Çankaya, Ankara Türkiye",6
1626,Ismira Hotel Ankara,2.3,41,"G.M.K.Bulvari No:26 Kiziiay, Ankara 06440 Türkiye",1
1852,Yildiz Hotel,2.6,1,"Esdost Sokak No:4 Ulus, Ankara 06000 Türkiye",7
2286,Anadolu Hotels DownTown Ankara,2.1,189,"Beştepeler Mh. Yasam Cd. 1.Sk. No:7/B Söğütözü, Ankara 06520 Türkiye",3
347,Inn 65 Budget,2.6,51,"Azerbaycan Caddesi 65, Ankara Türkiye",8
756,Ankara Inn,2.6,2,"Izmir Cad 12 Kizilay, Ankara 06440 Türkiye",8
3001,Hotel Metropol,1.4,6,"Olgunlar Sok. No:5 Bakanlıklar, Çankaya, Ankara 06640 Türkiye",10
3195,Metropolitan Hotel Ankara,2.0,126,"Oğuzlar Mah. Konya Yolu 1377. Sok. No:28 Balgat, Çankaya, Ankara 065220 Türkiye",4
3102,Divriği Konukevi,2.7,1,"Aydınlar Mah. Sokullu Cad. Pir Sultan Sok. No:8 Dikmen, Çankaya, Ankara Türkiye",1
2686,Hotel Samm,4.5,27,"Uğur Mumcu Cad. No:19 Gaziosmanpaşa, Ankara Türkiye",4
1859,Lion City Hotel Ankara,4.1,4,"Örnek Mahallesi Omer Halis Demir Bulvari No. 1 Altındağ, Ankara 06080 Türkiye",4
3021,Ak Life Hotel & Suite,0.3,1,"Kırkpınar Sk. No.21, Ankara 06540 Türkiye",10
761,Hotel Metropol,2.4,6,"Olgunlar Sok. No:5 Bakanlıklar, Çankaya, Ankara 06640 Türkiye",3
567,Bürokrat Evi,2.2,2,"Kubilay Sk. No 2 Anıttepe Mahallesi, Ankara 06580 Türkiye",8
136,Eyna Hotel,1.8,5,"Istanbul Caddesi No:88 Iskitler, Ankara 06070 Türkiye",6
641,A Apart Otel,1.8,10,"Güvenevler Mah., Güneş Sok. No.: 19,, Ankara 6690 Türkiye",3
3029,Ankara Risiss Hotel,2.0,10,"Libya Cd. No: 30 Çankaya, Kızılay, Ankara Türkiye",8
2673,Saffron Ankara,2.0,36,"G.M.K. Bulvari Neyzen Tevfik Sok. No:7, Ankara Türkiye",1
408,Inn.14 Hostel,2.3,31,"Aşkaabat Caddesi No:14 7.Cadde, Ankara Türkiye",9
681,Eyüboğlu Hotel,0.4,66,"Karanfil Sokak No: 73, Ankara 06640 Türkiye",3
1689,Bianco Boutique Hotel,2.9,24,"Koza Sok. No:43 Gaziosmanpaşa (Gop), Çankaya, Ankara 06700 Türkiye",4
1746,Sarr Tac Mahal Hotel,1.3,13,"İstanbul Cad. No:14 Ulus/İsmetpaşa, Altındağ, Ankara 06360 Türkiye",1
972,Divan Ankara,0.0,288,"Tunali Hilmi Caddesi Guniz Sok No :42 Kavaklıdere, Ankara 06700 Türkiye",5
3019,Grand Elitta Hotel,2.0,3,"Büyük Esat Mah. Uğurmumcu Cad. Kız Kulesi Sok. No: 36 Çankaya, Ankara 06700 Türkiye",8
2589,Otel Mithat,2.3,103,"Opera Meydanı Tavus Sok. No:2 Ulus, Altındağ, Ankara 06050 Türkiye",7
443,Vivaldi Hotel,1.5,40,"Turan Güneş Bulvarı Rabindranath Tagore Cad. (4. Cad.) 697 Sok. No:3, Ankara 06550 Türkiye",4
1991,Ankara Capital Otel,4.0,29,"Çankırı Cad. No:21, Ankara 06300 Türkiye",7
284,Hotel Houston,2.8,57,"Güniz Sok. No:26 Kuğulu Park Mevki Kavaklidere, Ankara 6700 Türkiye",4
563,Anadolu Hotels Esenboga Thermal,2.1,1,"Esenboga Havalimani 27.km Akyurt, Ankara 06750 Türkiye",4
2321,Akman TZOB Otel,2.6,53,"Çamlıca Mahallesi, 138. Sokak No: 1 Yenimahalle, Ankara 06200 Türkiye",8
1654,Maltepe 2000 Hotel,3.0,170,"Gülseren Sok. No:4 Maltepe, Çankaya, Ankara 06540 Türkiye",9
3094,Esila Hotel,1.0,24,"GMK Bulvarı No: 109 Maltepe, Ankara 06570 Türkiye",3
711,Ankara Capital Otel,4.0,29,"Çankırı Cad. No:21, Ankara 06300 Türkiye",3
2773,Ankara Selvi Otel,2.8,25,"Cankiri cad. No: 16, Ankara 06030 Türkiye",1
1263,The Ankara Hotel,4.5,103,"Eti Mahallesi, Celal Bayar Bulvarı No: 78, Ankara 06930 Türkiye",6
1806,Grand Sıla Otel,4.0,4,"Saray Mah. İstanbul Yolu 27. Km. Kazan Merkez, Kazan, Ankara Türkiye",1
1062,Dafne Hotel,3.3,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",5
1968,Ankara Atli Otel,0.4,65,"Ilkbahar Mah., 596.Sokak No:79, Ankara 06550 Türkiye",4
500,M&G Hostel,2.0,6,"Emek Mah. Biskek Cad. 30 sk. no 43 Emek, Ankara Türkiye",1
592,Hotel Dream Life,0.8,19,"Mesrutiyet Caddesi Hatay Sok. No:19, Ankara 06640 Türkiye",3
3182,Peracity Otel,2.7,10,"Altindag Mahallesi, Ruzgarli Caddesi 10/A Ulus, Ankara 06050 Türkiye",1
2374,Patalya Lakeside Resort Hotel,4.5,18,"Haymana Yolu 4. Km. Gölbaşı Merkez, Ankara 06830 Türkiye",1
713,Savis Hotel,2.6,20,"Ziya Gokalp Cad., No 27/C, Kizilay, Ankara 06610 Türkiye",5
1735,Ankara Han Hostel,1.8,9,"Camlitepe Mah. Erdem Sok. No.28 Cebeci, Ankara Türkiye",10
1265,Tunalı Hotel,0.9,84,"Tunalı Hilmi Cad. No:119 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",8
2763,Melih Otel,3.0,3,"Işıklar Cd. No: 9 Ulus, Ankara 06330 Türkiye",1
2598,Hotel Excellence Inn,1.8,22,"Prof. Dr. Ahmet Taner Kislali Mah 2914 Cad No 4 Cayyolu Cankaya, Ankara 06810 Türkiye",6
2390,Ümit Pembe Köşk Hotel,3.1,20,"Kubilay Sok. No:11 Tandoğan, Ankara 66706 Türkiye",7
253,Turist Otel Ankara,4.0,80,"Çankırı Cad. No:37 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",3
1534,Hotel Ergen,2.8,6,"Karanfil Sok. No:48 Kızılay, Çankaya, Ankara 06420 Türkiye",8
